[18:03:48] [main/INFO]: ModLauncher running: args [--username, TheRealJudgeJudy, --version, forge-47.4.0, --gameDir, C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge), --assetsDir, C:\Users\ikene\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 5e213c2e758e41b0bd5900d7e8d67bde, --accessToken, ????????, --clientId, MzMzNTgwZWQtMWMwYi00Y2JhLWI2ZDgtN2FjYmU5ZTJhMTNm, --xuid, 2535428129093518, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ikene\curseforge\minecraft\Install\quickPlay\java\1756508626405.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:03:48] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[18:04:05] [main/INFO]: Patching FishingHook#catchingFish
[18:04:05] [main/WARN]: Error loading class: me/desht/pneumaticcraft/common/upgrades/PNCUpgradeImpl (java.lang.ClassNotFoundException: me.desht.pneumaticcraft.common.upgrades.PNCUpgradeImpl)
[18:04:05] [main/WARN]: @Mixin target me.desht.pneumaticcraft.common.upgrades.PNCUpgradeImpl was not found ad_astra_giselle_addon.mixin.forge.common.json:pneumaticcraft.PNCUpgradeImplInject
[18:04:05] [main/INFO]: Loaded config for: recipeessentials.json
[18:04:05] [main/INFO]: Loaded config for: structureessentials.json
[18:04:05] [main/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/item/CreativeModeTabs
[18:04:05] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[18:04:05] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[18:04:05] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[18:04:05] [main/WARN]: Error loading class: net/fabricmc/fabric/impl/client/indigo/renderer/aocalc/AoCalculator (java.lang.ClassNotFoundException: net.fabricmc.fabric.impl.client.indigo.renderer.aocalc.AoCalculator)
[18:04:05] [main/WARN]: Error loading class: mezz/modnametooltip/TooltipEventHandler (java.lang.ClassNotFoundException: mezz.modnametooltip.TooltipEventHandler)
[18:04:05] [main/WARN]: Error loading class: me/shedaniel/rei/impl/client/ClientHelperImpl (java.lang.ClassNotFoundException: me.shedaniel.rei.impl.client.ClientHelperImpl)
[18:04:05] [main/WARN]: Error loading class: net/fabricmc/fabric/api/entity/event/v1/FabricElytraItem (java.lang.ClassNotFoundException: net.fabricmc.fabric.api.entity.event.v1.FabricElytraItem)
[18:04:06] [main/WARN]: Error loading class: com/simibubi/create/foundation/ponder/PonderWorld (java.lang.ClassNotFoundException: com.simibubi.create.foundation.ponder.PonderWorld)
[18:04:06] [main/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[18:04:06] [main/INFO]: Replaced 1 calls to Enchantment#isDiscoverable() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[18:04:06] [main/WARN]: Error loading class: noobanidus/mods/lootr/config/ConfigManager (java.lang.ClassNotFoundException: noobanidus.mods.lootr.config.ConfigManager)
[18:04:06] [main/WARN]: @Mixin target noobanidus.mods.lootr.config.ConfigManager was not found quark_integrations.mixins.json:lootr.ConfigManagerMixin
[18:04:06] [main/WARN]: Error loading class: com/drmangotea/tfmg/blocks/machines/metal_processing/blast_furnace/BlastFurnaceOutputBlockEntity (java.lang.ClassNotFoundException: com.drmangotea.tfmg.blocks.machines.metal_processing.blast_furnace.BlastFurnaceOutputBlockEntity)
[18:04:06] [main/WARN]: Error loading class: journeymap/client/ui/fullscreen/Fullscreen (java.lang.ClassNotFoundException: journeymap.client.ui.fullscreen.Fullscreen)
[18:04:06] [main/WARN]: @Mixin target journeymap.client.ui.fullscreen.Fullscreen was not found create.mixins.json:compat.JourneyFullscreenMapMixin
[18:04:06] [main/WARN]: Error loading class: studio/fantasyit/ars_botania/event/CapEvent (java.lang.ClassNotFoundException: studio.fantasyit.ars_botania.event.CapEvent)
[18:04:06] [main/WARN]: @Mixin target studio.fantasyit.ars_botania.event.CapEvent was not found create_central_kitchen.mixins.json:common.arsbotania.CapEventMixin
[18:04:06] [main/WARN]: Error loading class: dan200/computercraft/shared/integration/MoreRedIntegration (java.lang.ClassNotFoundException: dan200.computercraft.shared.integration.MoreRedIntegration)
[18:04:06] [main/WARN]: @Mixin target dan200.computercraft.shared.integration.MoreRedIntegration was not found create_central_kitchen.mixins.json:common.computercraft.MoreRedIntegrationMixin
[18:04:06] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/copper_pot/CopperPotBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity)
[18:04:06] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.CopperPotBlockEntityMixin
[18:04:06] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[18:04:06] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityAccessor
[18:04:06] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[18:04:06] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityMixin
[18:04:06] [main/WARN]: Error loading class: com/teamabnormals/neapolitan/common/item/DrinkItem (java.lang.ClassNotFoundException: com.teamabnormals.neapolitan.common.item.DrinkItem)
[18:04:06] [main/WARN]: @Mixin target com.teamabnormals.neapolitan.common.item.DrinkItem was not found create_central_kitchen.mixins.json:common.neapolitan.DrinkItemMixin
[18:04:06] [main/WARN]: Error loading class: net/orcinus/overweightfarming/blocks/CropFullBlock (java.lang.ClassNotFoundException: net.orcinus.overweightfarming.blocks.CropFullBlock)
[18:04:06] [main/WARN]: @Mixin target net.orcinus.overweightfarming.blocks.CropFullBlock was not found create_central_kitchen.mixins.json:common.overweightfarming.CropFullBlockMixin
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.gui.font.FontSetMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.remove_streams.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.remove_streams.HierarchicalModelMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.fast_render.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.fast_render.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/ArrayLightDataCache (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.ArrayLightDataCache)
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/flat/FlatLightPipeline (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.flat.FlatLightPipeline)
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[18:04:06] [main/WARN]: Error loading class: net/caffeinemc/mods/sodium/client/model/light/data/LightDataAccess (java.lang.ClassNotFoundException: net.caffeinemc.mods.sodium.client.model.light.data.LightDataAccess)
[18:04:06] [main/WARN]: Error loading class: org/jetbrains/annotations/ApiStatus$Internal (java.lang.ClassNotFoundException: org.jetbrains.annotations.ApiStatus$Internal)
[18:04:06] [main/INFO]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.5.0).
[18:04:07] [main/INFO]: Smooth Boot (Reloaded) config initialized
[18:04:07] [main/WARN]: Static binding violation: PRIVATE @Overwrite method m_216202_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagOrElementLocationMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[18:04:07] [main/WARN]: Invalid registry value type detected for PerfOS counters. Should be REG_DWORD. Ignoring: HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PerfOS\Performance\Disable Performance Counters.
[18:04:08] [main/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Z)V
[18:04:08] [main/INFO]:   BeforeConstant found INTEGER constant: value = 0, intValue = null
[18:04:08] [main/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[18:04:08] [main/INFO]:       BeforeConstant found Insn [ICONST_0] 
[18:04:08] [main/INFO]:   BeforeConstant found INTEGER constant: value = 60, intValue = null
[18:04:08] [main/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[18:04:08] [main/INFO]:       BeforeConstant found IntInsn 60
[18:04:08] [main/INFO]: Patching EffectRenderingInventoryScreen#renderEffects
[18:04:08] [pool-4-thread-1/INFO]: ModernFix reached bootstrap stage (22.25 s after launch)
[18:04:08] [pool-4-thread-1/WARN]: @Final field delegatesByName:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[18:04:08] [pool-4-thread-1/WARN]: @Final field delegatesByValue:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[18:04:09] [pool-4-thread-1/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/item/CreativeModeTabs
[18:04:09] [pool-4-thread-1/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/experimental/module/GameNerfsModule
[18:04:09] [pool-4-thread-1/INFO]: Vanilla bootstrap took 837 milliseconds
[18:04:10] [pool-4-thread-1/INFO]: Replaced 5 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/tools/module/AncientTomesModule
[18:04:10] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:04:10] [pool-4-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:04:10] [pool-4-thread-1/INFO]: Replaced 2 calls to Enchantment#getMaxLevel() in net/minecraft/world/inventory/AnvilMenu
[18:04:10] [pool-4-thread-1/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in com/mrcrayfish/goblintraders/Hooks
[18:04:11] [pool-4-thread-1/WARN]: Method overwrite conflict for scheduleRandomTick in corgilib-common.mixins.json:chunk.MixinChunkAccess, previously written by dev.corgitaco.ohthetreesyoullgrow.mixin.chunk.MixinChunkAccess. Skipping method.
[18:04:11] [pool-4-thread-1/WARN]: Method overwrite conflict for getScheduledRandomTicks in corgilib-common.mixins.json:chunk.MixinChunkAccess, previously written by dev.corgitaco.ohthetreesyoullgrow.mixin.chunk.MixinChunkAccess. Skipping method.
[18:04:11] [pool-4-thread-1/INFO]: Patching FishingHook#catchingFish
[18:04:11] [pool-4-thread-1/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[18:04:11] [pool-4-thread-1/INFO]: Replaced 1 calls to Enchantment#isDiscoverable() in net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
[18:04:11] [pool-4-thread-1/WARN]: Static binding violation: PRIVATE @Overwrite method m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[18:04:12] [pool-4-thread-1/WARN]: Unable to find class com.simibubi.create.foundation.ponder.PonderWorld. Integration with PonderJS disabled.
[18:04:12] [Render thread/WARN]: Assets URL 'union:/C:/Users/ikene/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23730!/assets/.mcassetsroot' uses unexpected schema
[18:04:12] [Render thread/WARN]: Assets URL 'union:/C:/Users/ikene/curseforge/minecraft/Install/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23730!/data/.mcassetsroot' uses unexpected schema
[18:04:12] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[18:04:13] [Render thread/INFO]: Setting user: TheRealJudgeJudy
[18:04:13] [Render thread/INFO]: Bypassed Mojang DFU
[18:04:13] [Render thread/INFO]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Lnet/minecraft/client/GuiMessageTag;)V
[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = , stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 0
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn 
[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\r, stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 1
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn \\r
[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = 
, stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 2
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn 

[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = \\n, stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 3
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn \\n
[18:04:13] [Render thread/INFO]:   BeforeConstant found CLASS constant: value = Ljava/lang/String;, typeValue = null
[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [{}] [CHAT] {}, stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 4
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn [{}] [CHAT] {}
[18:04:13] [Render thread/INFO]:   BeforeConstant found STRING constant: value = [CHAT] {}, stringValue = null
[18:04:13] [Render thread/INFO]:     BeforeConstant found a matching constant TYPE at ordinal 5
[18:04:13] [Render thread/INFO]:       BeforeConstant found LdcInsn [CHAT] {}
[18:04:13] [Render thread/INFO]: Instantiating Mojang DFU
[18:04:13] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 build 7
[18:04:13] [Render thread/INFO]: Loaded client.properties
[18:04:13] [Datafixer Bootstrap/INFO]: 188 Datafixer optimizations took 106 milliseconds
[18:04:13] [Render thread/ERROR]: Mod mixin into Embeddium internals detected. This instance is now tainted. The Embeddium team does not provide any guarantee of support for issues encountered while such mods are installed.
[18:04:13] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.gui.SodiumGameOptions, which may cause instability.
[18:04:13] [Render thread/INFO]: OpenGL Vendor: ATI Technologies Inc.
[18:04:13] [Render thread/INFO]: OpenGL Renderer: AMD Radeon RX 7800 XT
[18:04:13] [Render thread/INFO]: OpenGL Version: 4.6.0 Core Profile Context 25.8.1.250723
[18:04:13] [Render thread/INFO]: Initializing ImmediatelyFast 1.5.1+1.20.4 on AMD Radeon RX 7800 XT (ATI Technologies Inc.) with OpenGL 4.6.0 Core Profile Context 25.8.1.250723
[18:04:13] [Render thread/INFO]: Found Iris/Oculus 1.8.0. Enabling compatibility.
[18:04:13] [Render thread/INFO]: Debug functionality is disabled.
[18:04:13] [Render thread/INFO]: OpenGL 4.5 detected, enabling DSA.
[18:04:13] [Render thread/INFO]: Shaders are disabled because no valid shaderpack is selected
[18:04:13] [Render thread/INFO]: Shaders are disabled
[18:04:14] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[18:04:14] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[18:04:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbessentials:update_tab_name
[18:04:14] [modloading-worker-0/INFO]: Constructing common components for easyanvils:main
[18:04:14] [modloading-worker-0/INFO]: Constructing common components for pickupnotifier:main
[18:04:14] [modloading-worker-0/WARN]: Mod(s) [sodiumoptionsapi, oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.gui.SodiumOptionsGUI, which may cause instability.
[18:04:14] [modloading-worker-0/INFO]: Better Compatibility Checker starting
[18:04:14] [modloading-worker-0/WARN]: @Redirect conflict. Skipping recipeessentials.mixins.json:RecipeManagerMixin->@Redirect::logErrorOnce(Lorg/slf4j/Logger;Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V with priority 200, already redirected by modernfix-forge.mixins.json:perf.datapack_reload_exceptions.RecipeManagerMixin->@Redirect::silenceException(Lorg/slf4j/Logger;Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V with priority 2000
[18:04:14] [modloading-worker-0/WARN]: Static binding violation: PRIVATE @Overwrite method m_215924_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagEntryMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[18:04:14] [modloading-worker-0/INFO]: Constructing client components for pickupnotifier:main
[18:04:14] [modloading-worker-0/INFO]: Initializing platform helper for Advanced Netherite!
[18:04:14] [modloading-worker-0/INFO]: Constructing client components for easyanvils:main
[18:04:14] [modloading-worker-0/INFO]: Constructing common components for visualworkbench:main
[18:04:14] [modloading-worker-0/INFO]: Constructing common components for universalbonemeal:main
[18:04:15] [modloading-worker-0/INFO]: Constructing client components for visualworkbench:main
[18:04:15] [modloading-worker-0/INFO]: Forge mod loading, version 47.4.0, for MC 1.20.1 with MCP 20230612.114412
[18:04:15] [modloading-worker-0/INFO]: MinecraftForge v47.4.0 Initialized
[18:04:15] [modloading-worker-0/INFO]: Create: Trading Floor initializing! Platform: Forge
[18:04:15] [modloading-worker-0/INFO]: Registering all Create: Trading Floor entries
[18:04:15] [modloading-worker-0/WARN]: @Inject(@At("INVOKE")) Shift.BY=5 on attributeslib.mixins.json:client.ClientPacketListenerMixin::handler$bop000$apoth_postAttrChangedEvent exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[18:04:15] [modloading-worker-0/INFO]: Registering Particle Emitters for: Create: Trading Floor
[18:04:15] [modloading-worker-0/INFO]: Finished Initialisation For Mod: trading_floor
[18:04:15] [modloading-worker-0/INFO]: [DRIPPY LOADING SCREEN] Loading v3.0.12 in client-side mode on FORGE!
[18:04:15] [modloading-worker-0/INFO]: Initializing the Ribbit Guardians!
[18:04:15] [modloading-worker-0/INFO]: Necronomicon Initialized
[18:04:15] [modloading-worker-0/INFO]: File exists, reading config for elocindev.necronomicon.NecronomiconConfig.
[18:04:15] [modloading-worker-0/INFO]: Config for elocindev.necronomicon.NecronomiconConfig read successfully.
[18:04:15] [modloading-worker-0/INFO]: there is a brick about to fall through your roof at terminal velocity
[18:04:15] [modloading-worker-0/INFO]: there is a brick about to fall through your roof at terminal velocity
[18:04:15] [Structurize IO Worker #0/INFO]: Registered structure pack: TheRealJudgeJudy
[18:04:15] [Structurize IO Worker #0/WARN]: Finished discovering Client Structure packs
[18:04:15] [modloading-worker-0/INFO]: Constructing common components for puzzleslib:main
[18:04:15] [modloading-worker-0/ERROR]: ----------------------------------------------------------------- 
 Invalid DataFixer detected, schematics might not paste correctly! 
The following DataFixer was added: class org.embeddedt.modernfix.dfu.LazyDataFixer
-----------------------------------------------------------------
[18:04:15] [modloading-worker-0/INFO]: Constructing client components for puzzleslib:main
[18:04:16] [modloading-worker-0/INFO]: Creating default config file: croptopia_v3.conf
[18:04:16] [modloading-worker-0/INFO]: Steam 'n' Rails v1.6.10-alpha initializing! Commit hash: 945fa2066655656a5e91c6438098ab54023a9027 on Create version: 6.0.6 on platform: Forge
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[18:04:16] [modloading-worker-0/INFO]: [MELODY] Loading Melody background audio library..
[18:04:16] [modloading-worker-0/INFO]: Create: Interiors v0.5.6 initializing! Create version: 6.0.6 on platform: Forge
[18:04:16] [modloading-worker-0/INFO]: Doing super early config setup for zeta
[18:04:16] [modloading-worker-0/INFO]: Constructing common components for diagonalwalls:main
[18:04:16] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:04:16] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:04:16] [modloading-worker-0/WARN]: Modified mixin "dev.uncandango.alltheleaks.mixin.core.main.RecipeCrawlHandlerMixin". Check debug logs for more information.
[18:04:16] [modloading-worker-0/INFO]: [KONKRETE] Successfully initialized!
[18:04:16] [modloading-worker-0/INFO]: [KONKRETE] Server-side libs ready to use!
[18:04:16] [modloading-worker-0/INFO]: Constructing common components for diagonalblocks:main
[18:04:16] [modloading-worker-0/INFO]: Constructing client components for diagonalblocks:main
[18:04:16] [modloading-worker-0/INFO]: [ETF]: Modifying ETF Render State constructor because: for EMF
[18:04:16] [modloading-worker-0/INFO]: Loading Entity Model Features, OptiFine's weirder younger half-brother that runs around making train models.
[18:04:16] [modloading-worker-0/INFO]: Loading Entity Texture Features, also try EMF!
[18:04:16] [modloading-worker-0/INFO]: ping & connect fast!
[18:04:16] [modloading-worker-0/INFO]: Constructing common components for diagonalwindows:main
[18:04:16] [modloading-worker-0/INFO]: Loaded config for: memorysettings.json
[18:04:16] [modloading-worker-0/INFO]: Loading Collective version 8.3.
[18:04:16] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:send_shape
[18:04:16] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:key_pressed
[18:04:16] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:mode_changed
[18:04:16] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_config_from_server
[18:04:16] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:sync_config_to_server
[18:04:16] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:edit_config
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_ultimine_time
[18:04:17] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[18:04:17] [modloading-worker-0/INFO]: [ETF]: 6 new ETF Random Properties registered by entity_model_features
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_config
[18:04:17] [modloading-worker-0/INFO]: Initializing JamLib on Forge
[18:04:17] [modloading-worker-0/INFO]: [Animal Feeding Trough] Load Complete! Enjoy :D
[18:04:17] [modloading-worker-0/INFO]: Updated config file at C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge)\config\rightclickharvest.json5
[18:04:17] [modloading-worker-0/INFO]: Initializing Right Click Harvest on FORGE
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id rightclickharvest:hello
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[18:04:17] [modloading-worker-0/INFO]: Registering C2S receiver with id farm_and_charm:set_text
[18:04:17] [modloading-worker-0/INFO]: Loaded config for: cupboard.json
[18:04:17] [modloading-worker-0/INFO]: Registering S2C receiver with id farm_and_charm:sync_saturation
